sentence,word,label
Ammi keh rahi thi ke early aa jao ghar,thi,URD
Ammi keh rahi thi ke early aa jao ghar,ke,URD
Ammi keh rahi thi ke early aa jao ghar,early,ENG
Ammi keh rahi thi ke early aa jao ghar,aa,URD
Ammi keh rahi thi ke early aa jao ghar,jao,URD
Ammi keh rahi thi ke early aa jao ghar,ghar,URD
Bus mein bohot rush tha today morning,Bus,ENG
Bus mein bohot rush tha today morning,mein,URD
Bus mein bohot rush tha today morning,bohot,URD
Bus mein bohot rush tha today morning,rush,ENG
Bus mein bohot rush tha today morning,tha,URD
Bus mein bohot rush tha today morning,today,ENG
Bus mein bohot rush tha today morning,morning,ENG
Kabhi socha nahi tha ke aisa bhi ho sakta hai,Kabhi,URD
Kabhi socha nahi tha ke aisa bhi ho sakta hai,socha,URD
Kabhi socha nahi tha ke aisa bhi ho sakta hai,nahi,URD
Kabhi socha nahi tha ke aisa bhi ho sakta hai,tha,URD
Kabhi socha nahi tha ke aisa bhi ho sakta hai,ke,URD
Kabhi socha nahi tha ke aisa bhi ho sakta hai,aisa,URD
Kabhi socha nahi tha ke aisa bhi ho sakta hai,bhi,URD
Kabhi socha nahi tha ke aisa bhi ho sakta hai,ho,URD
Kabhi socha nahi tha ke aisa bhi ho sakta hai,sakta,URD
Kabhi socha nahi tha ke aisa bhi ho sakta hai,hai,URD
Please thora jaldi karo we are getting late,Please,ENG
Please thora jaldi karo we are getting late,thora,URD
Please thora jaldi karo we are getting late,jaldi,URD
Please thora jaldi karo we are getting late,karo,URD
Please thora jaldi karo we are getting late,we,ENG
Please thora jaldi karo we are getting late,are,ENG
Please thora jaldi karo we are getting late,getting,ENG
Please thora jaldi karo we are getting late,late,ENG
Mujhe wo movie bilkul boring lagi honestly,Mujhe,URD
Mujhe wo movie bilkul boring lagi honestly,wo,URD
Mujhe wo movie bilkul boring lagi honestly,movie,ENG
Mujhe wo movie bilkul boring lagi honestly,bilkul,URD
Mujhe wo movie bilkul boring lagi honestly,boring,ENG
Mujhe wo movie bilkul boring lagi honestly,lagi,URD
Mujhe wo movie bilkul boring lagi honestly,honestly,ENG
Sara din phone pe scroll karti rahi,Sara,URD
Sara din phone pe scroll karti rahi,din,URD
Sara din phone pe scroll karti rahi,phone,MIX
Sara din phone pe scroll karti rahi,pe,URD
Sara din phone pe scroll karti rahi,scroll,ENG
Sara din phone pe scroll karti rahi,karti,URD
Sara din phone pe scroll karti rahi,rahi,URD
Aaj weather bohot achi hai lets go for a walk,Aaj,URD
Aaj weather bohot achi hai lets go for a walk,weather,ENG
Aaj weather bohot achi hai lets go for a walk,bohot,URD
Aaj weather bohot achi hai lets go for a walk,achi,URD
Aaj weather bohot achi hai lets go for a walk,hai,URD
Aaj weather bohot achi hai lets go for a walk,lets,ENG
Aaj weather bohot achi hai lets go for a walk,go,ENG
Aaj weather bohot achi hai lets go for a walk,for,ENG
Aaj weather bohot achi hai lets go for a walk,a,ENG
Aaj weather bohot achi hai lets go for a walk,walk,ENG
Mera schedule bohot tight hai is week,Mera,URD
Mera schedule bohot tight hai is week,schedule,ENG
Mera schedule bohot tight hai is week,bohot,URD
Mera schedule bohot tight hai is week,tight,ENG
Mera schedule bohot tight hai is week,hai,URD
Mera schedule bohot tight hai is week,is,ENG
Mera schedule bohot tight hai is week,week,ENG
Yaar kal ka paper bohot tough tha yr,Yaar,URD
Yaar kal ka paper bohot tough tha yr,kal,URD
Yaar kal ka paper bohot tough tha yr,ka,URD
Yaar kal ka paper bohot tough tha yr,paper,ENG
Yaar kal ka paper bohot tough tha yr,bohot,URD
Yaar kal ka paper bohot tough tha yr,tough,ENG
Yaar kal ka paper bohot tough tha yr,tha,URD
Yaar kal ka paper bohot tough tha yr,yr,MIX
Chalein market chalte hain kuch shopping bhi ho jaye,Chalein,URD
Chalein market chalte hain kuch shopping bhi ho jaye,market,ENG
Chalein market chalte hain kuch shopping bhi ho jaye,chalte,URD
Chalein market chalte hain kuch shopping bhi ho jaye,hain,URD
Chalein market chalte hain kuch shopping bhi ho jaye,kuch,URD
Chalein market chalte hain kuch shopping bhi ho jaye,shopping,ENG
Chalein market chalte hain kuch shopping bhi ho jaye,bhi,URD
Chalein market chalte hain kuch shopping bhi ho jaye,ho,URD
Chalein market chalte hain kuch shopping bhi ho jaye,jaye,URD
I appreciate it yaar tumne meri madad ki,I,ENG
I appreciate it yaar tumne meri madad ki,appreciate,ENG
I appreciate it yaar tumne meri madad ki,it,ENG
I appreciate it yaar tumne meri madad ki,yaar,URD
I appreciate it yaar tumne meri madad ki,tumne,URD
I appreciate it yaar tumne meri madad ki,meri,URD
I appreciate it yaar tumne meri madad ki,madad,URD
I appreciate it yaar tumne meri madad ki,ki,URD
Bohot dinon se socha tha ke ye course start karun,Bohot,URD
Bohot dinon se socha tha ke ye course start karun,dinon,URD
Bohot dinon se socha tha ke ye course start karun,se,URD
Bohot dinon se socha tha ke ye course start karun,socha,URD
Bohot dinon se socha tha ke ye course start karun,tha,URD
Bohot dinon se socha tha ke ye course start karun,ke,URD
Bohot dinon se socha tha ke ye course start karun,ye,URD
Bohot dinon se socha tha ke ye course start karun,course,ENG
Bohot dinon se socha tha ke ye course start karun,start,ENG
Bohot dinon se socha tha ke ye course start karun,karun,URD
Mujhe office jaldi nikalna hai traffic ki wajah se,Mujhe,URD
Mujhe office jaldi nikalna hai traffic ki wajah se,office,ENG
Mujhe office jaldi nikalna hai traffic ki wajah se,jaldi,URD
Mujhe office jaldi nikalna hai traffic ki wajah se,nikalna,URD
Mujhe office jaldi nikalna hai traffic ki wajah se,hai,URD
Mujhe office jaldi nikalna hai traffic ki wajah se,traffic,ENG
Mujhe office jaldi nikalna hai traffic ki wajah se,ki,URD
Mujhe office jaldi nikalna hai traffic ki wajah se,wajah,URD
Mujhe office jaldi nikalna hai traffic ki wajah se,se,URD
Kal ke liye kuch prepare kar lo warna dikkat hogi,Kal,URD
Kal ke liye kuch prepare kar lo warna dikkat hogi,ke,URD
Kal ke liye kuch prepare kar lo warna dikkat hogi,liye,URD
Kal ke liye kuch prepare kar lo warna dikkat hogi,kuch,URD
Kal ke liye kuch prepare kar lo warna dikkat hogi,prepare,ENG
Kal ke liye kuch prepare kar lo warna dikkat hogi,kar,URD
Kal ke liye kuch prepare kar lo warna dikkat hogi,lo,URD
Kal ke liye kuch prepare kar lo warna dikkat hogi,warna,URD
Kal ke liye kuch prepare kar lo warna dikkat hogi,dikkat,URD
Kal ke liye kuch prepare kar lo warna dikkat hogi,hogi,URD
Ye new phone ka camera kaafi acha hai actually,Ye,URD
Ye new phone ka camera kaafi acha hai actually,new,ENG
Ye new phone ka camera kaafi acha hai actually,phone,MIX
Ye new phone ka camera kaafi acha hai actually,ka,URD
Ye new phone ka camera kaafi acha hai actually,camera,ENG
Ye new phone ka camera kaafi acha hai actually,kaafi,URD
Ye new phone ka camera kaafi acha hai actually,acha,URD
Ye new phone ka camera kaafi acha hai actually,hai,URD
Ye new phone ka camera kaafi acha hai actually,actually,ENG
Subha jaldi utha tha but phir bhi late ho gaya,Subha,URD
Subha jaldi utha tha but phir bhi late ho gaya,jaldi,URD
Subha jaldi utha tha but phir bhi late ho gaya,utha,URD
Subha jaldi utha tha but phir bhi late ho gaya,tha,URD
Subha jaldi utha tha but phir bhi late ho gaya,but,ENG
Subha jaldi utha tha but phir bhi late ho gaya,phir,URD
Subha jaldi utha tha but phir bhi late ho gaya,bhi,URD
Subha jaldi utha tha but phir bhi late ho gaya,late,ENG
Subha jaldi utha tha but phir bhi late ho gaya,ho,URD
Subha jaldi utha tha but phir bhi late ho gaya,gaya,URD
I really appreciate your help yaar bohot shukriya,I,ENG
I really appreciate your help yaar bohot shukriya,really,ENG
I really appreciate your help yaar bohot shukriya,appreciate,ENG
I really appreciate your help yaar bohot shukriya,your,ENG
I really appreciate your help yaar bohot shukriya,help,ENG
I really appreciate your help yaar bohot shukriya,yaar,URD
I really appreciate your help yaar bohot shukriya,bohot,URD
I really appreciate your help yaar bohot shukriya,shukriya,URD
Bohot arsay baad aaj achi neend aayi,Bohot,URD
Bohot arsay baad aaj achi neend aayi,arsay,URD
Bohot arsay baad aaj achi neend aayi,baad,URD
Bohot arsay baad aaj achi neend aayi,aaj,URD
Bohot arsay baad aaj achi neend aayi,achi,URD
Bohot arsay baad aaj achi neend aayi,neend,URD
Bohot arsay baad aaj achi neend aayi,aayi,URD
Kaam khatam kar ke movie dekhte hain tonight,Kaam,URD
Kaam khatam kar ke movie dekhte hain tonight,khatam,URD
Kaam khatam kar ke movie dekhte hain tonight,kar,URD
Kaam khatam kar ke movie dekhte hain tonight,ke,URD
Kaam khatam kar ke movie dekhte hain tonight,movie,ENG
Kaam khatam kar ke movie dekhte hain tonight,dekhte,URD
Kaam khatam kar ke movie dekhte hain tonight,hain,URD
Kaam khatam kar ke movie dekhte hain tonight,tonight,ENG
Mujhe abhi bhi trust nahi ho raha ke hum graduate ho gaye,Mujhe,URD
Mujhe abhi bhi trust nahi ho raha ke hum graduate ho gaye,abhi,URD
Mujhe abhi bhi trust nahi ho raha ke hum graduate ho gaye,bhi,URD
Mujhe abhi bhi trust nahi ho raha ke hum graduate ho gaye,trust,ENG
Mujhe abhi bhi trust nahi ho raha ke hum graduate ho gaye,nahi,URD
Mujhe abhi bhi trust nahi ho raha ke hum graduate ho gaye,ho,URD
Mujhe abhi bhi trust nahi ho raha ke hum graduate ho gaye,raha,URD
Mujhe abhi bhi trust nahi ho raha ke hum graduate ho gaye,ke,URD
Mujhe abhi bhi trust nahi ho raha ke hum graduate ho gaye,hum,URD
Mujhe abhi bhi trust nahi ho raha ke hum graduate ho gaye,graduate,ENG
Mujhe abhi bhi trust nahi ho raha ke hum graduate ho gaye,ho,URD
Mujhe abhi bhi trust nahi ho raha ke hum graduate ho gaye,gaye,URD
Weekend pe koi plan hai kya tumhara,Weekend,ENG
Weekend pe koi plan hai kya tumhara,pe,URD
Weekend pe koi plan hai kya tumhara,koi,URD
Weekend pe koi plan hai kya tumhara,plan,ENG
Weekend pe koi plan hai kya tumhara,hai,URD
Weekend pe koi plan hai kya tumhara,kya,URD
Weekend pe koi plan hai kya tumhara,tumhara,URD
Bhai mujhe abhi thora space chahiye please,Bhai,URD
Bhai mujhe abhi thora space chahiye please,mujhe,URD
Bhai mujhe abhi thora space chahiye please,abhi,URD
Bhai mujhe abhi thora space chahiye please,thora,URD
Bhai mujhe abhi thora space chahiye please,space,ENG
Bhai mujhe abhi thora space chahiye please,chahiye,URD
Bhai mujhe abhi thora space chahiye please,please,ENG
Kal se diet start kar raha hoon for real this time,Kal,URD
Kal se diet start kar raha hoon for real this time,se,URD
Kal se diet start kar raha hoon for real this time,diet,ENG
Kal se diet start kar raha hoon for real this time,start,ENG
Kal se diet start kar raha hoon for real this time,kar,URD
Kal se diet start kar raha hoon for real this time,raha,URD
Kal se diet start kar raha hoon for real this time,hoon,URD
Kal se diet start kar raha hoon for real this time,for,ENG
Kal se diet start kar raha hoon for real this time,real,ENG
Kal se diet start kar raha hoon for real this time,this,ENG
Kal se diet start kar raha hoon for real this time,time,ENG
Aunty ne pucha tha ke shaadi kab kar rahe ho,Aunty,URD
Aunty ne pucha tha ke shaadi kab kar rahe ho,ne,URD
Aunty ne pucha tha ke shaadi kab kar rahe ho,pucha,URD
Aunty ne pucha tha ke shaadi kab kar rahe ho,tha,URD
Aunty ne pucha tha ke shaadi kab kar rahe ho,ke,URD
Aunty ne pucha tha ke shaadi kab kar rahe ho,shaadi,URD
Aunty ne pucha tha ke shaadi kab kar rahe ho,kab,URD
Aunty ne pucha tha ke shaadi kab kar rahe ho,kar,URD
Aunty ne pucha tha ke shaadi kab kar rahe ho,rahe,URD
Aunty ne pucha tha ke shaadi kab kar rahe ho,ho,URD
I can't focus aaj kaam mein bilkul dil nahi lag raha,I,ENG
I can't focus aaj kaam mein bilkul dil nahi lag raha,can't,ENG
I can't focus aaj kaam mein bilkul dil nahi lag raha,focus,ENG
I can't focus aaj kaam mein bilkul dil nahi lag raha,aaj,URD
I can't focus aaj kaam mein bilkul dil nahi lag raha,kaam,URD
I can't focus aaj kaam mein bilkul dil nahi lag raha,mein,URD
I can't focus aaj kaam mein bilkul dil nahi lag raha,bilkul,URD
I can't focus aaj kaam mein bilkul dil nahi lag raha,dil,URD
I can't focus aaj kaam mein bilkul dil nahi lag raha,nahi,URD
I can't focus aaj kaam mein bilkul dil nahi lag raha,lag,URD
I can't focus aaj kaam mein bilkul dil nahi lag raha,raha,URD
Yaar office mein aajkal bohot politics chal rahi hai,Yaar,URD
Yaar office mein aajkal bohot politics chal rahi hai,office,ENG
Yaar office mein aajkal bohot politics chal rahi hai,mein,URD
Yaar office mein aajkal bohot politics chal rahi hai,aajkal,URD
Yaar office mein aajkal bohot politics chal rahi hai,bohot,URD
Yaar office mein aajkal bohot politics chal rahi hai,politics,ENG
Yaar office mein aajkal bohot politics chal rahi hai,chal,URD
Yaar office mein aajkal bohot politics chal rahi hai,rahi,URD
Yaar office mein aajkal bohot politics chal rahi hai,hai,URD
Mujhe pata tha ke tum late aao gay hamesha ki tarah,Mujhe,URD
Mujhe pata tha ke tum late aao gay hamesha ki tarah,pata,URD
Mujhe pata tha ke tum late aao gay hamesha ki tarah,tha,URD
Mujhe pata tha ke tum late aao gay hamesha ki tarah,ke,URD
Mujhe pata tha ke tum late aao gay hamesha ki tarah,tum,URD
Mujhe pata tha ke tum late aao gay hamesha ki tarah,late,ENG
Mujhe pata tha ke tum late aao gay hamesha ki tarah,aao,URD
Mujhe pata tha ke tum late aao gay hamesha ki tarah,gay,URD
Mujhe pata tha ke tum late aao gay hamesha ki tarah,hamesha,URD
Mujhe pata tha ke tum late aao gay hamesha ki tarah,ki,URD
Mujhe pata tha ke tum late aao gay hamesha ki tarah,tarah,URD
Bas ab bohot ho gaya I need a proper vacation,Bas,URD
Bas ab bohot ho gaya I need a proper vacation,ab,URD
Bas ab bohot ho gaya I need a proper vacation,bohot,URD
Bas ab bohot ho gaya I need a proper vacation,ho,URD
Bas ab bohot ho gaya I need a proper vacation,gaya,URD
Bas ab bohot ho gaya I need a proper vacation,I,ENG
Bas ab bohot ho gaya I need a proper vacation,need,ENG
Bas ab bohot ho gaya I need a proper vacation,a,ENG
Bas ab bohot ho gaya I need a proper vacation,proper,ENG
Bas ab bohot ho gaya I need a proper vacation,vacation,ENG
Ye discount sirf online available hai stores mein nahi,Ye,URD
Ye discount sirf online available hai stores mein nahi,discount,ENG
Ye discount sirf online available hai stores mein nahi,sirf,URD
Ye discount sirf online available hai stores mein nahi,online,ENG
Ye discount sirf online available hai stores mein nahi,available,ENG
Ye discount sirf online available hai stores mein nahi,hai,URD
Ye discount sirf online available hai stores mein nahi,stores,ENG
Ye discount sirf online available hai stores mein nahi,mein,URD
Ye discount sirf online available hai stores mein nahi,nahi,URD
Mera pura weekend assignments mein hi guzar gaya,Mera,URD
Mera pura weekend assignments mein hi guzar gaya,pura,URD
Mera pura weekend assignments mein hi guzar gaya,weekend,ENG
Mera pura weekend assignments mein hi guzar gaya,assignments,ENG
Mera pura weekend assignments mein hi guzar gaya,mein,URD
Mera pura weekend assignments mein hi guzar gaya,hi,URD
Mera pura weekend assignments mein hi guzar gaya,guzar,URD
Mera pura weekend assignments mein hi guzar gaya,gaya,URD
Yaar tumhe pata bhi hai kitna important ye meeting hai,Yaar,URD
Yaar tumhe pata bhi hai kitna important ye meeting hai,tumhe,URD
Yaar tumhe pata bhi hai kitna important ye meeting hai,pata,URD
Yaar tumhe pata bhi hai kitna important ye meeting hai,bhi,URD
Yaar tumhe pata bhi hai kitna important ye meeting hai,hai,URD
Yaar tumhe pata bhi hai kitna important ye meeting hai,kitna,URD
Yaar tumhe pata bhi hai kitna important ye meeting hai,important,ENG
Yaar tumhe pata bhi hai kitna important ye meeting hai,ye,URD
Yaar tumhe pata bhi hai kitna important ye meeting hai,meeting,ENG
Yaar tumhe pata bhi hai kitna important ye meeting hai,hai,URD
Bijli chali gayi thi so I couldn't finish the report,Bijli,URD
Bijli chali gayi thi so I couldn't finish the report,chali,URD
Bijli chali gayi thi so I couldn't finish the report,gayi,URD
Bijli chali gayi thi so I couldn't finish the report,thi,URD
Bijli chali gayi thi so I couldn't finish the report,so,ENG
Bijli chali gayi thi so I couldn't finish the report,I,ENG
Bijli chali gayi thi so I couldn't finish the report,couldn't,ENG
Bijli chali gayi thi so I couldn't finish the report,finish,ENG
Bijli chali gayi thi so I couldn't finish the report,the,ENG
Bijli chali gayi thi so I couldn't finish the report,report,ENG
Ye kaam mujhse nahi hoga honestly speaking,Ye,URD
Ye kaam mujhse nahi hoga honestly speaking,kaam,URD
Ye kaam mujhse nahi hoga honestly speaking,mujhse,URD
Ye kaam mujhse nahi hoga honestly speaking,nahi,URD
Ye kaam mujhse nahi hoga honestly speaking,hoga,URD
Ye kaam mujhse nahi hoga honestly speaking,honestly,ENG
Ye kaam mujhse nahi hoga honestly speaking,speaking,ENG
Uski shaadi mein hum sab ne khoob enjoy kiya,Uski,URD
Uski shaadi mein hum sab ne khoob enjoy kiya,shaadi,URD
Uski shaadi mein hum sab ne khoob enjoy kiya,mein,URD
Uski shaadi mein hum sab ne khoob enjoy kiya,hum,URD
Uski shaadi mein hum sab ne khoob enjoy kiya,sab,URD
Uski shaadi mein hum sab ne khoob enjoy kiya,ne,URD
Uski shaadi mein hum sab ne khoob enjoy kiya,khoob,URD
Uski shaadi mein hum sab ne khoob enjoy kiya,enjoy,ENG
Uski shaadi mein hum sab ne khoob enjoy kiya,kiya,URD
I told you already ye plan kaam nahi karega,I,ENG
I told you already ye plan kaam nahi karega,told,ENG
I told you already ye plan kaam nahi karega,you,ENG
I told you already ye plan kaam nahi karega,already,ENG
I told you already ye plan kaam nahi karega,ye,URD
I told you already ye plan kaam nahi karega,plan,ENG
I told you already ye plan kaam nahi karega,kaam,URD
I told you already ye plan kaam nahi karega,nahi,URD
I told you already ye plan kaam nahi karega,karega,URD
Kal ki flight delay ho gayi thi kaafi ghanton ke liye,Kal,URD
Kal ki flight delay ho gayi thi kaafi ghanton ke liye,ki,URD
Kal ki flight delay ho gayi thi kaafi ghanton ke liye,flight,ENG
Kal ki flight delay ho gayi thi kaafi ghanton ke liye,delay,ENG
Kal ki flight delay ho gayi thi kaafi ghanton ke liye,ho,URD
Kal ki flight delay ho gayi thi kaafi ghanton ke liye,gayi,URD
Kal ki flight delay ho gayi thi kaafi ghanton ke liye,thi,URD
Kal ki flight delay ho gayi thi kaafi ghanton ke liye,kaafi,URD
Kal ki flight delay ho gayi thi kaafi ghanton ke liye,ghanton,URD
Kal ki flight delay ho gayi thi kaafi ghanton ke liye,ke,URD
Kal ki flight delay ho gayi thi kaafi ghanton ke liye,liye,URD
Aap ka order confirm ho gaya hai thank you,Aap,URD
Aap ka order confirm ho gaya hai thank you,ka,URD
Aap ka order confirm ho gaya hai thank you,order,ENG
Aap ka order confirm ho gaya hai thank you,confirm,ENG
Aap ka order confirm ho gaya hai thank you,ho,URD
Aap ka order confirm ho gaya hai thank you,gaya,URD
Aap ka order confirm ho gaya hai thank you,hai,URD
Aap ka order confirm ho gaya hai thank you,thank,ENG
Aap ka order confirm ho gaya hai thank you,you,ENG
Bhai kya scene hai aaj kal tum dikhte hi nahi,Bhai,URD
Bhai kya scene hai aaj kal tum dikhte hi nahi,kya,URD
Bhai kya scene hai aaj kal tum dikhte hi nahi,scene,ENG
Bhai kya scene hai aaj kal tum dikhte hi nahi,hai,URD
Bhai kya scene hai aaj kal tum dikhte hi nahi,aaj,URD
Bhai kya scene hai aaj kal tum dikhte hi nahi,kal,URD
Bhai kya scene hai aaj kal tum dikhte hi nahi,tum,URD
Bhai kya scene hai aaj kal tum dikhte hi nahi,dikhte,URD
Bhai kya scene hai aaj kal tum dikhte hi nahi,hi,URD
Bhai kya scene hai aaj kal tum dikhte hi nahi,nahi,URD
Mera confidence thora low hai aaj kal honestly,Mera,URD
Mera confidence thora low hai aaj kal honestly,confidence,ENG
Mera confidence thora low hai aaj kal honestly,thora,URD
Mera confidence thora low hai aaj kal honestly,low,ENG
Mera confidence thora low hai aaj kal honestly,hai,URD
Mera confidence thora low hai aaj kal honestly,aaj,URD
Mera confidence thora low hai aaj kal honestly,kal,URD
Mera confidence thora low hai aaj kal honestly,honestly,ENG
I just want peace of mind bas aur kuch nahi chahiye,I,ENG
I just want peace of mind bas aur kuch nahi chahiye,just,ENG
I just want peace of mind bas aur kuch nahi chahiye,want,ENG
I just want peace of mind bas aur kuch nahi chahiye,peace,ENG
I just want peace of mind bas aur kuch nahi chahiye,of,ENG
I just want peace of mind bas aur kuch nahi chahiye,mind,ENG
I just want peace of mind bas aur kuch nahi chahiye,bas,URD
I just want peace of mind bas aur kuch nahi chahiye,aur,URD
I just want peace of mind bas aur kuch nahi chahiye,kuch,URD
I just want peace of mind bas aur kuch nahi chahiye,nahi,URD
I just want peace of mind bas aur kuch nahi chahiye,chahiye,URD
Uska behavior mujhe bilkul acha nahi laga aaj,Uska,URD
Uska behavior mujhe bilkul acha nahi laga aaj,behavior,ENG
Uska behavior mujhe bilkul acha nahi laga aaj,mujhe,URD
Uska behavior mujhe bilkul acha nahi laga aaj,bilkul,URD
Uska behavior mujhe bilkul acha nahi laga aaj,acha,URD
Uska behavior mujhe bilkul acha nahi laga aaj,nahi,URD
Uska behavior mujhe bilkul acha nahi laga aaj,laga,URD
Uska behavior mujhe bilkul acha nahi laga aaj,aaj,URD
Kal se sab kuch normal ho jayega hopefully,Kal,URD
Kal se sab kuch normal ho jayega hopefully,se,URD
Kal se sab kuch normal ho jayega hopefully,sab,URD
Kal se sab kuch normal ho jayega hopefully,kuch,URD
Kal se sab kuch normal ho jayega hopefully,normal,ENG
Kal se sab kuch normal ho jayega hopefully,ho,URD
Kal se sab kuch normal ho jayega hopefully,jayega,URD
Kal se sab kuch normal ho jayega hopefully,hopefully,ENG
Mujhe bilkul yaad nahi ke maine kya kaha tha,Mujhe,URD
Mujhe bilkul yaad nahi ke maine kya kaha tha,bilkul,URD
Mujhe bilkul yaad nahi ke maine kya kaha tha,yaad,URD
Mujhe bilkul yaad nahi ke maine kya kaha tha,nahi,URD
Mujhe bilkul yaad nahi ke maine kya kaha tha,ke,URD
Mujhe bilkul yaad nahi ke maine kya kaha tha,maine,URD
Mujhe bilkul yaad nahi ke maine kya kaha tha,kya,URD
Mujhe bilkul yaad nahi ke maine kya kaha tha,kaha,URD
Mujhe bilkul yaad nahi ke maine kya kaha tha,tha,URD
This semester bohot heavy hai courses ki wajah se,This,ENG
This semester bohot heavy hai courses ki wajah se,semester,ENG
This semester bohot heavy hai courses ki wajah se,bohot,URD
This semester bohot heavy hai courses ki wajah se,heavy,ENG
This semester bohot heavy hai courses ki wajah se,hai,URD
This semester bohot heavy hai courses ki wajah se,courses,ENG
This semester bohot heavy hai courses ki wajah se,ki,URD
This semester bohot heavy hai courses ki wajah se,wajah,URD
This semester bohot heavy hai courses ki wajah se,se,URD
Aaj mera mood nahi hai for anything,Aaj,URD
Aaj mera mood nahi hai for anything,mera,URD
Aaj mera mood nahi hai for anything,mood,ENG
Aaj mera mood nahi hai for anything,nahi,URD
Aaj mera mood nahi hai for anything,hai,URD
Aaj mera mood nahi hai for anything,for,ENG
Aaj mera mood nahi hai for anything,anything,ENG
Chalo abhi nikalte hain warna traffic mein phas jayenge,Chalo,URD
Chalo abhi nikalte hain warna traffic mein phas jayenge,abhi,URD
Chalo abhi nikalte hain warna traffic mein phas jayenge,nikalte,URD
Chalo abhi nikalte hain warna traffic mein phas jayenge,hain,URD
Chalo abhi nikalte hain warna traffic mein phas jayenge,warna,URD
Chalo abhi nikalte hain warna traffic mein phas jayenge,traffic,ENG
Chalo abhi nikalte hain warna traffic mein phas jayenge,mein,URD
Chalo abhi nikalte hain warna traffic mein phas jayenge,phas,URD
Chalo abhi nikalte hain warna traffic mein phas jayenge,jayenge,URD
Ye job bohot demanding hai but I love the work,Ye,URD
Ye job bohot demanding hai but I love the work,job,ENG
Ye job bohot demanding hai but I love the work,bohot,URD
Ye job bohot demanding hai but I love the work,demanding,ENG
Ye job bohot demanding hai but I love the work,hai,URD
Ye job bohot demanding hai but I love the work,but,ENG
Ye job bohot demanding hai but I love the work,I,ENG
Ye job bohot demanding hai but I love the work,love,ENG
Ye job bohot demanding hai but I love the work,the,ENG
Ye job bohot demanding hai but I love the work,work,ENG
Mujhe ye samajh nahi aata ke log itna judgmental kyun hote hain,Mujhe,URD
Mujhe ye samajh nahi aata ke log itna judgmental kyun hote hain,ye,URD
Mujhe ye samajh nahi aata ke log itna judgmental kyun hote hain,samajh,URD
Mujhe ye samajh nahi aata ke log itna judgmental kyun hote hain,nahi,URD
Mujhe ye samajh nahi aata ke log itna judgmental kyun hote hain,aata,URD
Mujhe ye samajh nahi aata ke log itna judgmental kyun hote hain,ke,URD
Mujhe ye samajh nahi aata ke log itna judgmental kyun hote hain,log,URD
Mujhe ye samajh nahi aata ke log itna judgmental kyun hote hain,itna,URD
Mujhe ye samajh nahi aata ke log itna judgmental kyun hote hain,judgmental,ENG
Mujhe ye samajh nahi aata ke log itna judgmental kyun hote hain,kyun,URD
Mujhe ye samajh nahi aata ke log itna judgmental kyun hote hain,hote,URD
Mujhe ye samajh nahi aata ke log itna judgmental kyun hote hain,hain,URD
Kal party mein bohot fun aaya sab log the wahan,Kal,URD
Kal party mein bohot fun aaya sab log the wahan,party,ENG
Kal party mein bohot fun aaya sab log the wahan,mein,URD
Kal party mein bohot fun aaya sab log the wahan,bohot,URD
Kal party mein bohot fun aaya sab log the wahan,fun,ENG
Kal party mein bohot fun aaya sab log the wahan,aaya,URD
Kal party mein bohot fun aaya sab log the wahan,sab,URD
Kal party mein bohot fun aaya sab log the wahan,log,URD
Kal party mein bohot fun aaya sab log the wahan,the,URD
Kal party mein bohot fun aaya sab log the wahan,wahan,URD
I can't deal with this stress anymore honestly,I,ENG
I can't deal with this stress anymore honestly,can't,ENG
I can't deal with this stress anymore honestly,deal,ENG
I can't deal with this stress anymore honestly,with,ENG
I can't deal with this stress anymore honestly,this,ENG
I can't deal with this stress anymore honestly,stress,ENG
I can't deal with this stress anymore honestly,anymore,ENG
I can't deal with this stress anymore honestly,honestly,ENG
Mujhe abhi bhi wo din yaad hai jab hum mile the,Mujhe,URD
Mujhe abhi bhi wo din yaad hai jab hum mile the,abhi,URD
Mujhe abhi bhi wo din yaad hai jab hum mile the,bhi,URD
Mujhe abhi bhi wo din yaad hai jab hum mile the,wo,URD
Mujhe abhi bhi wo din yaad hai jab hum mile the,din,URD
Mujhe abhi bhi wo din yaad hai jab hum mile the,yaad,URD
Mujhe abhi bhi wo din yaad hai jab hum mile the,hai,URD
Mujhe abhi bhi wo din yaad hai jab hum mile the,jab,URD
Mujhe abhi bhi wo din yaad hai jab hum mile the,hum,URD
Mujhe abhi bhi wo din yaad hai jab hum mile the,mile,URD
Mujhe abhi bhi wo din yaad hai jab hum mile the,the,URD
Yaar naya semester start ho gaya excited feel nahi ho raha,Yaar,URD
Yaar naya semester start ho gaya excited feel nahi ho raha,naya,URD
Yaar naya semester start ho gaya excited feel nahi ho raha,semester,ENG
Yaar naya semester start ho gaya excited feel nahi ho raha,start,ENG
Yaar naya semester start ho gaya excited feel nahi ho raha,ho,URD
Yaar naya semester start ho gaya excited feel nahi ho raha,gaya,URD
Yaar naya semester start ho gaya excited feel nahi ho raha,excited,ENG
Yaar naya semester start ho gaya excited feel nahi ho raha,feel,ENG
Yaar naya semester start ho gaya excited feel nahi ho raha,nahi,URD
Yaar naya semester start ho gaya excited feel nahi ho raha,ho,URD
Yaar naya semester start ho gaya excited feel nahi ho raha,raha,URD
Kal ka episode dekha kya bohot dramatic tha,Kal,URD
